-4.8375,-3.7187
3.9469,-4.5433
4.8731,5.4383
-4.9978,-3.3942
-3.7309,-4.1903
5.8608,5.1685
-5.9677,6.7553
-3.8797,-5.214
-3.2151,4.6932
3.844,-3.3679
-4.0985,5.4081
-4.8056,5.4488
3.8713,4.0274
6.6989,5.213
-3.6627,5.2192
-4.8211,4.1167
5.1685,-5.1493
5.1178,6.0431
7.022,3.5878
0.0,4.34154
5.2942,-5.8984
-5.6305,3.7749
-4.2708,-5.6103
5.553,-4.7106
5.6039,6.0065
6.036,4.6835
-6.3981,5.1367
5.0675,-4.3671
-4.8827,3.4139
-4.2893,-4.0617
4.4368,2.2127
5.273,3.2702
-6.0752,4.5797
4.8907,6.2371
5.8967,-3.1864
-5.138,-4.9287
5.1472,-3.5275
-4.2511,-4.3064
-4.8391,-3.7374
5.9087,3.9872
-3.8231,-3.8717
7.1066,-5.8665
4.9148,4.1329
5.5607,5.198
4.7304,5.4381
6.2128,-5.9884
5.0867,3.7769
-5.2078,3.5918
4.6725,6.7499
3.521,5.4336
4.2011,4.3583
-5.1526,4.6554
-5.3105,-5.6263
3.7384,4.8234
-4.1249,4.8994
4.5766,-4.6047
-7.05,-4.4956
-5.4049,4.3965
5.5275,-5.7897
-3.3766,6.0262
-4.4595,4.7081
-4.5907,-5.5409
4.119,5.0799
5.4289,-4.0655
7.186,5.7601
4.3309,-5.4493
6.0516,4.1359
-5.4967,-4.7954
-5.5037,-4.8027
-3.827,-5.7174
0.50895,0.0
-5.777,-5.1614
-5.1732,-5.5256
4.3521,-5.4259
-4.773,-4.4007
5.551,-4.2068
5.7907,-3.4976
-3.4495,-5.7653
-4.6415,4.2438
-4.5058,4.1501
-4.4314,-3.6067
-2.2708,5.1812
-4.9104,-4.1
-5.1222,-4.2706
-3.5104,4.6364
-3.5736,-3.3067
-5.8864,-4.8301
5.0512,-2.7122
2.8222,4.6723
-5.0596,-5.3062
-6.0486,-5.0614
-6.3244,-4.9373
4.6995,2.9611
-5.3646,4.2061
-2.872,-5.8366
-6.7807,7.2233
3.5576,-6.1467
-4.5744,-4.2887
-5.1802,6.3769
-3.7967,-3.0352
6.1867,-3.5874
-3.5173,-5.5411
5.5301,-5.9606
6.8054,4.7092
6.8536,-2.6348
5.8542,-3.577
-3.4058,-6.4065
4.6914,4.4587
4.5997,-4.764
6.3025,-4.447
-4.9951,5.968
-2.5634,4.7667
-5.6327,5.0714
6.0966,6.6045
-5.6474,-4.5901
5.6737,-7.0284
4.5381,-6.9092
-5.3763,-4.6362
-5.2192,3.7996
-4.4851,-3.5331
-5.091,4.8461
-4.6464,-4.6798
5.2147,-4.647
-4.3939,5.7547
4.1001,-4.8398
-5.1102,-5.4011
-6.0922,5.1736
4.8876,-5.8282
-4.2994,-6.3018
4.2153,5.2185
-3.913,-6.5651
-4.126,-4.5376
5.6407,3.9659
-4.7868,-5.4489
4.2842,-5.4218
4.8903,5.5316
6.7447,-4.7947
0.0,1.3088800000000003
-4.0724,5.0825
4.4735,4.5864
